ts_utc,cpu_tempC,disk_free_bytes,throttled
2026-03-03T13:03:54.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:04:04.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:04:14.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:04:24.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:04:34.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:04:44.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:04:54.569+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:05:04.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:05:14.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:05:24.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:05:34.569+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:05:44.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:05:54.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:04.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:14.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:24.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:34.569+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:44.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:06:54.570+00:00,39.01,235186753536,throttled=0x0
2026-03-03T13:07:04.570+00:00,38.47,235186753536,throttled=0x0
2026-03-03T13:07:14.569+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:07:24.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:07:34.569+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:07:44.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:07:54.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:08:04.569+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:08:14.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:08:24.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:08:34.570+00:00,39.01,235186749440,throttled=0x0
2026-03-03T13:08:44.571+00:00,39.55,235186749440,throttled=0x0
2026-03-03T13:08:54.569+00:00,39.55,235186749440,throttled=0x0
2026-03-03T13:09:04.570+00:00,39.55,235186749440,throttled=0x0
2026-03-03T13:09:14.570+00:00,40.08,235184648192,throttled=0x0
2026-03-03T13:09:24.570+00:00,39.55,235184648192,throttled=0x0
2026-03-03T13:09:34.570+00:00,39.55,235184648192,throttled=0x0
2026-03-03T13:09:44.569+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:09:54.569+00:00,39.55,235184648192,throttled=0x0
2026-03-03T13:10:04.570+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:10:14.569+00:00,39.55,235184648192,throttled=0x0
2026-03-03T13:10:24.569+00:00,39.55,235184648192,throttled=0x0
2026-03-03T13:10:34.569+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:10:44.569+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:10:54.569+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:11:04.570+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:11:14.569+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:11:24.570+00:00,39.01,235184648192,throttled=0x0
2026-03-03T13:11:34.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:11:44.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:11:54.570+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:12:04.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:12:14.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:12:24.570+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:12:34.569+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:12:44.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:12:54.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:13:04.570+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:13:14.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:13:24.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:13:34.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:13:44.570+00:00,38.47,235184644096,throttled=0x0
2026-03-03T13:13:54.570+00:00,39.55,235184644096,throttled=0x0
