ts_utc,outdoor_tempC,outdoor_mslp_hPa,session,run_label,run_date
2026-03-02 09:00:00+00:00,-5.064814814814815,1035.3933333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 09:10:00+00:00,-5.157407407407407,1035.5266666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 09:20:00+00:00,-5.25,1035.6599999999999,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 09:30:00+00:00,-5.342592592592593,1035.7933333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 09:40:00+00:00,-5.435185185185185,1035.9266666666665,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 09:50:00+00:00,-5.527777777777778,1036.06,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:00:00+00:00,-5.685185185185185,1036.1466666666665,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:10:00+00:00,-5.87037037037037,1036.2133333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:20:00+00:00,-6.055555555555555,1036.28,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:30:00+00:00,-6.2407407407407405,1036.3466666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:40:00+00:00,-6.4259259259259265,1036.4133333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 10:50:00+00:00,-6.611111111111112,1036.48,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:00:00+00:00,-6.601851851851852,1036.5583333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:10:00+00:00,-6.5092592592592595,1036.6416666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:20:00+00:00,-6.416666666666667,1036.725,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:30:00+00:00,-6.324074074074074,1036.8083333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:40:00+00:00,-6.231481481481482,1036.8916666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 11:50:00+00:00,-6.138888888888889,1036.975,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:00:00+00:00,-5.916666666666667,1037.1166666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:10:00+00:00,-5.638888888888889,1037.2833333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:20:00+00:00,-5.361111111111112,1037.45,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:30:00+00:00,-5.083333333333334,1037.6166666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:40:00+00:00,-4.805555555555555,1037.7833333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 12:50:00+00:00,-4.527777777777779,1037.95,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:00:00+00:00,-4.314814814814815,1038.0466666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:10:00+00:00,-4.12962962962963,1038.1133333333335,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:20:00+00:00,-3.9444444444444446,1038.18,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:30:00+00:00,-3.7592592592592595,1038.2466666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:40:00+00:00,-3.5740740740740744,1038.3133333333335,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 13:50:00+00:00,-3.3888888888888893,1038.38,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:00:00+00:00,-3.2037037037037037,1038.4466666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:10:00+00:00,-3.0185185185185186,1038.5133333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:20:00+00:00,-2.8333333333333335,1038.58,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:30:00+00:00,-2.6481481481481484,1038.6466666666668,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:40:00+00:00,-2.4629629629629632,1038.7133333333334,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 14:50:00+00:00,-2.2777777777777777,1038.78,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:00:00+00:00,-2.0925925925925926,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:10:00+00:00,-1.9074074074074074,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:20:00+00:00,-1.7222222222222223,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:30:00+00:00,-1.5370370370370372,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:40:00+00:00,-1.351851851851852,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 15:50:00+00:00,-1.1666666666666667,1038.8,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:00:00+00:00,-0.9814814814814815,1038.7183333333332,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:10:00+00:00,-0.7962962962962963,1038.6016666666667,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:20:00+00:00,-0.6111111111111112,1038.485,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:30:00+00:00,-0.42592592592592593,1038.3683333333333,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:40:00+00:00,-0.2407407407407408,1038.2516666666666,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 16:50:00+00:00,-0.05555555555555558,1038.135,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 17:00:00+00:00,0.06481481481481481,1037.995,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 17:10:00+00:00,0.1574074074074074,1037.845,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 17:20:00+00:00,0.25,1037.695,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 17:30:00+00:00,0.3425925925925926,1037.545,1,Run 1 (2026-03-01),2026-03-01
2026-03-02 17:40:00+00:00,0.4351851851851852,1037.395,1,Run 1 (2026-03-01),2026-03-01
